component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,4,10,3.061533789150417e-05,1.9366862034075893e-05,1.124847858591238e-05,-98.99785614013672,-86.80001068115234,-99.61322021484375,3.571429988369346e-05,1.613915628695395e-05,9677.6689453125,14228.72265625
resid_post,4,11,4.134795381105505e-05,2.7430005502537824e-05,1.391795103700133e-05,-98.64653778076172,-81.30437469482422,-99.52143859863281,3.9502829167759046e-05,1.4084449503570795e-05,9218.9287109375,15063.7138671875
resid_post,4,12,3.1922932976158336e-05,2.8505783120635897e-05,3.4171471270383336e-06,-98.95504760742188,-80.5711441040039,-99.88249969482422,1.815848190744873e-05,1.5280202205758542e-05,9777.595703125,12155.134765625
resid_post,4,13,5.361299554351717e-05,4.966566484654322e-05,3.9473316064686514e-06,-98.24505615234375,-66.14907836914062,-99.86426544189453,2.961239624710288e-05,2.622819556563627e-05,4068.763427734375,4640.25634765625
resid_post,5,0,1.6597707144683227e-05,1.512932067271322e-05,1.4683857898489805e-06,-99.4573745727539,-89.61382293701172,-99.94959259033203,1.4471534996118862e-05,1.1961716154473834e-05,19522.46875,21210.357421875
resid_post,5,1,0.0006702434620819986,5.6625161960255355e-05,0.0006136183510534465,-78.08781433105469,-61.12721633911133,-78.9359130859375,0.001340585993602872,0.0003149402909912169,4004.642333984375,13688.0068359375
resid_post,5,2,6.376393139362335e-05,2.126525214407593e-05,4.2498675611568615e-05,-97.91537475585938,-85.40155029296875,-98.54112243652344,0.0001403521018801257,3.2791151170386e-05,6594.6474609375,13348.5986328125
resid_post,5,3,9.195412712870166e-05,3.731423203134909e-05,5.4639895097352564e-05,-96.99375915527344,-74.384033203125,-98.12434387207031,0.00020925840362906456,4.454502050066367e-05,5430.5888671875,12981.97265625
resid_post,5,4,5.120658170199022e-05,3.9086306060198694e-05,1.2120276551286224e-05,-98.3259048461914,-73.16751861572266,-99.58393859863281,3.1871495593804866e-05,2.267880699946545e-05,6416.1123046875,9820.724609375
resid_post,5,5,0.04145457223057747,0.0008824932156130672,0.04057207703590393,1255.2691650390625,505.82550048828125,1292.74462890625,0.03195067122578621,0.0015943495091050863,2074.87939453125,3193.786865234375
resid_post,5,6,8.993223309516907e-05,0.0007181453984230757,-0.0006282131653279066,-97.05986022949219,393.00189208984375,-121.56509399414062,0.00028006418142467737,0.0006303621339611709,6088.55224609375,36.99197006225586
resid_post,5,7,3.788434332818724e-05,3.774711149162613e-05,1.3723639824547718e-07,-98.7614517211914,-74.08686828613281,-99.99529266357422,1.5070894733071327e-05,1.5203741895675194e-05,8168.2353515625,7914.90966796875
resid_post,5,8,2.3916768441267777e-06,1.827062874326657e-06,5.646135718961887e-07,-99.92180633544922,-98.74573516845703,-99.9806137084961,1.318833528785035e-05,9.982441042666323e-06,145.0484161376953,215.68260192871094
resid_post,5,9,0.00013907825632486492,3.312864282634109e-05,0.00010594961349852383,-95.45313262939453,-77.25741577148438,-96.36299896240234,0.000251161603955552,5.449072705232538e-05,2991.891357421875,13826.7060546875
resid_post,5,10,3.396443571546115e-05,2.042332744167652e-05,1.354110827378463e-05,-98.88961029052734,-85.97953033447266,-99.53515625,4.427463500178419e-05,2.2602411263505928e-05,9039.6142578125,13380.607421875
resid_post,5,11,4.2670635593822226e-05,2.752626096480526e-05,1.5144374629016966e-05,-98.60498046875,-81.1034164428711,-99.48013305664062,4.6423865569522604e-05,1.7774582374840975e-05,10615.353515625,16097.7216796875
resid_post,5,12,3.253808245062828e-05,2.84453035419574e-05,4.0927802729129326e-06,-98.93624114990234,-80.47249603271484,-99.85950469970703,2.1640349586959928e-05,1.7328364265267737e-05,11912.462890625,14023.9794921875
resid_post,5,13,9.59901008172892e-05,0.00012019371206406504,-2.4203625798691064e-05,-96.86180877685547,-17.48784637451172,-100.83085632324219,7.32499102014117e-05,9.614044392947108e-05,2323.4384765625,1014.96435546875
resid_post,6,0,1.7258586012758315e-05,1.4971602467994671e-05,2.286986045874073e-06,-99.43960571289062,-90.93436431884766,-99.9215316772461,2.1070241928100586e-05,1.4508625099551864e-05,18989.708984375,20904.392578125
resid_post,6,1,0.0006625042296946049,6.211191794136539e-05,0.0006003922317177057,-78.48811340332031,-62.38987731933594,-79.40028381347656,0.0010180941317230463,0.00044464177335612476,4040.290283203125,13553.9462890625
resid_post,6,2,0.00011073248606408015,2.652849434525706e-05,8.420398808084428e-05,-96.40444946289062,-83.9364242553711,-97.11092376708984,0.000290523050352931,4.912600707029924e-05,4553.31689453125,11600.083984375
resid_post,6,3,0.00013261438289191574,4.474150046007708e-05,8.787286787992343e-05,-95.69393920898438,-72.90805053710938,-96.98503875732422,0.00032855357858352363,7.03036566847004e-05,3972.610595703125,11733.5009765625
resid_post,6,4,7.343646575463936e-05,4.9715108616510406e-05,2.3721353500150144e-05,-97.615478515625,-69.89642333984375,-99.18611145019531,5.863045953446999e-05,3.662722519948147e-05,4192.7353515625,7832.64697265625
resid_post,6,5,0.04145457223057747,0.0008824932156130672,0.04057207703590393,1246.0537109375,434.3688659667969,1292.045654296875,0.03195067122578621,0.0015943495091050863,2074.87939453125,3193.786865234375
resid_post,6,6,9.699615475255996e-05,0.0007817359291948378,-0.0006847397889941931,-96.8504867553711,373.358154296875,-123.49372100830078,0.0004344446351751685,0.0008917011437006295,6031.8544921875,67.04265594482422
resid_post,6,7,5.020474418415688e-05,4.99529269291088e-05,2.5181179807987064e-07,-98.36981964111328,-69.75241088867188,-99.99134826660156,2.4413808205281384e-05,2.3736394723528065e-05,5448.13671875,5088.42529296875
resid_post,6,8,3.197907062713057e-06,2.4471310098306276e-06,7.507757686653349e-07,-99.89615631103516,-98.5182113647461,-99.97423553466797,1.815488030842971e-05,1.3562646017817315e-05,99.47571563720703,139.71592712402344
resid_post,6,9,0.00018482461746316403,3.66558124369476e-05,0.00014816879411228,-93.9986343383789,-77.80410766601562,-94.91626739501953,0.000506661890540272,0.00012065967894159257,3024.99755859375,13394.466796875
resid_post,6,10,4.3203359382459894e-05,2.3038384824758396e-05,2.0164978195680305e-05,-98.59716033935547,-86.04975891113281,-99.3081283569336,7.759246364003047e-05,3.453882527537644e-05,7852.23583984375,12075.814453125
resid_post,6,11,4.8399964725831524e-05,3.190022107446566e-05,1.649974728934467e-05,-98.42842864990234,-80.6837158203125,-99.43389129638672,5.278466414893046e-05,2.7679776394506916e-05,9452.7177734375,13989.2138671875
resid_post,6,12,4.1595361835788935e-05,3.6240606277715415e-05,5.354747827368556e-06,-98.64937591552734,-78.05552673339844,-99.8162841796875,3.272264439146966e-05,2.5464873033342883e-05,8720.6337890625,10395.177734375
resid_post,6,13,0.00019642568076960742,0.0002695224538911134,-7.30967367417179e-05,-93.62194061279297,63.20172119140625,-102.50798034667969,0.0004054569290019572,0.00040222847019322217,1148.9765625,386.3449401855469
resid_post,7,0,1.7709062376525253e-05,1.555738526803907e-05,2.1516784727282356e-06,-99.43810272216797,-96.3819580078125,-99.92094421386719,2.3755934307700954e-05,1.7393005691701546e-05,17590.169921875,19405.703125
