label,cp_mean - mem_mean,mem_mean,cp_mean,diff_mean,mem_std,cp_std,diff_std
L9H0,0.079807416,0.17696814239025116,0.25677555799484253,-0.07980744540691376,0.22307631373405457,0.255901575088501,0.1850537657737732
L9H1,-0.00566604,0.013035744428634644,0.007369704078882933,0.005666039418429136,0.03107626736164093,0.024393176659941673,0.03583662956953049
L9H2,0.012703359,0.13121825456619263,0.1439216136932373,-0.0127033656463027,0.11049997061491013,0.1239992156624794,0.08489429205656052
L9H3,0.001083732,0.2348249852657318,0.23590871691703796,-0.001083732582628727,0.13076701760292053,0.1322833150625229,0.09317155927419662
L9H4,0.004036555,-0.01942606084048748,-0.01538950577378273,-0.004036555998027325,0.042263492941856384,0.04068955406546593,0.04017050564289093
L9H5,-0.00047484,-0.19515617191791534,-0.1956310123205185,0.0004748513165395707,0.0922040343284607,0.09648413211107254,0.07510033249855042
L9H6,0.510986626,0.5425034165382385,1.0534900426864624,-0.5109865665435791,0.4647068679332733,0.645545244216919,0.5273965001106262
L9H7,-0.017957856,0.03033178113400936,0.012373925186693668,0.01795785501599312,0.05063816159963608,0.0460081584751606,0.061783283948898315
L9H8,0.089685321,0.40355509519577026,0.4932404160499573,-0.08968532085418701,0.35723230242729187,0.4647158980369568,0.5094475746154785
L9H9,0.564314485,0.3877931833267212,0.9521076679229736,-0.5643144249916077,0.3311700224876404,0.5582552552223206,0.6282863020896912
L9H10,-0.000582948,0.00478701014071703,0.004204061813652515,0.0005829489091411233,0.0174843892455101,0.018527217209339142,0.023706333711743355
L9H11,0.003564913,0.029833253473043442,0.03339816629886627,-0.003564912360161543,0.03083508275449276,0.03654708340764046,0.03688700869679451
L10H0,0.540032148,1.428019404411316,1.968051552772522,-0.540032148361206,0.8814525008201599,0.9264404773712158,0.9757758378982544
L10H1,0.11269886,0.10781925171613693,0.2205181121826172,-0.11269888281822205,0.1031954288482666,0.20741645991802216,0.2179420292377472
L10H2,0.023618802,0.1080411970615387,0.13165999948978424,-0.02361881732940674,0.10032770037651062,0.0989593043923378,0.07839379459619522
L10H3,0.114123255,0.3310782015323639,0.44520145654678345,-0.11412324756383896,0.3827701210975647,0.5619276165962219,0.337507039308548
L10H4,-0.004363958,0.041195329278707504,0.03683137148618698,0.0043639615178108215,0.04431464150547981,0.046389494091272354,0.055147577077150345
L10H5,0.001712001,0.0011106010060757399,0.002822602167725563,-0.0017120011616498232,0.025812314823269844,0.025999318808317184,0.03319530934095383
L10H6,0.079945311,0.1159067153930664,0.19585202634334564,-0.07994532585144043,0.08677195757627487,0.17041659355163574,0.1617150455713272
L10H7,-0.654421628,-0.47441428899765015,-1.128835916519165,0.6544215679168701,0.36041927337646484,0.5546481609344482,0.5709227919578552
L10H8,0.001061197,-0.01055734883993864,-0.009496151469647884,-0.0010611979523673654,0.021523458883166313,0.02285616658627987,0.028208469972014427
L10H9,-5.40987E-05,0.07560328394174576,0.0755491852760315,5.4100481065688655e-05,0.024390241131186485,0.02613813802599907,0.02609166130423546
L10H10,0.328521758,0.191929429769516,0.5204511880874634,-0.328521728515625,0.19300945103168488,0.31888648867607117,0.37018686532974243
L10H11,0.07815364,0.35648658871650696,0.43464022874832153,-0.07815364003181458,0.20640495419502258,0.23838448524475098,0.1578095555305481
L11H0,0.005537139,-0.034074634313583374,-0.02853749506175518,-0.005537135060876608,0.10811319202184677,0.10285860300064087,0.12256729602813721
L11H1,0.002769351,0.2139950394630432,0.2167643904685974,-0.0027693251613527536,0.09611978381872177,0.09680693596601486,0.0914476066827774
L11H2,-0.082518309,0.4369746744632721,0.35445636510849,0.08251829445362091,0.36927279829978943,0.27624523639678955,0.43257150053977966
L11H3,-0.187762797,0.7087516784667969,0.5209888815879822,0.18776284158229828,0.4110310971736908,0.3316577970981598,0.3072204291820526
L11H4,-0.001425609,-0.0797378420829773,-0.0811634510755539,0.0014256105059757829,0.0824657529592514,0.09173628687858582,0.1072077676653862
L11H5,-0.003278691,-0.0009743062546476722,-0.004252997692674398,0.0032786917872726917,0.04862641170620918,0.06086599454283714,0.07213094085454941
L11H6,0.028944999,0.16748367249965668,0.19642867147922516,-0.02894502878189087,0.10240170359611511,0.10919000208377838,0.1290474236011505
L11H7,0.006766707,0.2926763892173767,0.2994430959224701,-0.006766739301383495,0.2183254063129425,0.24197204411029816,0.18779128789901733
L11H8,-0.004246324,0.1530090719461441,0.1487627476453781,0.0042463247664272785,0.12768705189228058,0.14391984045505524,0.12635502219200134
L11H9,0.059405647,0.12362200766801834,0.18302765488624573,-0.05940564349293709,0.08376327902078629,0.2035292088985443,0.19648808240890503
L11H10,-0.627256453,-0.417522132396698,-1.04477858543396,0.6272565722465515,0.27551108598709106,0.4770975708961487,0.44257789850234985
L11H11,-0.015470624,0.10028376430273056,0.08481314033269882,0.015470624901354313,0.10074733197689056,0.09613561630249023,0.1236468255519867
